,Property_C,Address1,County,City,Latitude,Longitude,Council_Di
479,Public Safety Facility,19020 VANOWEN ST,LOS ANGELES,Los Angeles,34.193358200000006,-118.54748319999999,3
480,Public Safety Facility,6811 DE SOTO AVE,LOS ANGELES,Los Angeles,34.1939451,-118.58856680000001,3
481,Public Safety Facility,21050 BURBANK BLVD,LOS ANGELES,Los Angeles,34.172908,-118.59162040000001,3
482,Public Safety Facility,19059 VENTURA BLVD,LOS ANGELES,Los Angeles,34.1729185,-118.54923840000001,3
483,Public Safety Facility,14355 ARMINTA ST,LOS ANGELES,Los Angeles,34.2131265,-118.4447245,6
484,Public Safety Facility,7870 NOLLAN PL,LOS ANGELES,Los Angeles,34.2146296,-118.4446648,6
485,Under Review,7702 VAN NUYS BLVD,LOS ANGELES,VAN NUYS,34.21110214,-118.4474231,2
486,Public Safety Facility,6751 LOUISE AVE,LOS ANGELES,Los Angeles,34.1933876,-118.50996770000002,6
487,Public Safety Facility,14415 SYLVAN ST,LOS ANGELES,Los Angeles,34.184897899999996,-118.4471436,6
488,Industrial Improved,6165 TYRONE AVE,LOS ANGELES,LOS ANGELES,34.181967,-118.44437759999998,6
489,Public Safety Facility,6240 SYLMAR AVE,LOS ANGELES,Los Angeles,34.18421370000001,-118.446351,6
490,Public Safety Facility,4960 BALBOA BLVD,LOS ANGELES,Los Angeles,34.1611074,-118.5006781,5
491,Public Safety Facility,14145 MULHOLLAND DR,LOS ANGELES,LOS ANGELES,34.131733200000006,-118.44038219999999,4
492,Public Safety Facility,7063 LAUREL CANYON BLVD,LOS ANGELES,NORTH HOLLYWOOD,34.1992073,-118.39706880000001,2
493,Maintenance Yard,12544 SATICOY ST,LOS ANGELES,NORTH HOLLYWOOD,34.2048154,-118.4072363,2
494,Public Safety Facility,11640 BURBANK BLVD,LOS ANGELES,Los Angeles,34.1716785,-118.3857887,2
495,Public Safety Facility,8021 MULHOLLAND DR,LOS ANGELES,Los Angeles,34.126162799999996,-118.37413629999999,2
496,Public Safety Facility,4305 VINELAND AVE,LOS ANGELES,Los Angeles,34.148469399999996,-118.3707436,4
497,Public Safety Facility,3111 CAHUENGA BLVD W,LOS ANGELES,Los Angeles,34.126728299999996,-118.3456916,4
498,Public Safety Facility,14430 POLK ST,LOS ANGELES,Los Angeles,34.3095618,-118.4473475,7
499,Public Safety Facility,9224 SUNLAND BLVD,LOS ANGELES,Los Angeles,34.2362944,-118.3669328,7
500,Industrial Improved,12001 BLUCHER AVE,LOS ANGELES,Los Angeles,34.2901937,-118.47103840000001,12
501,Public Safety Facility,11997 BLUCHER AVE,LOS ANGELES,Los Angeles,34.2890769,-118.47098940000001,12
502,Public Safety Facility,12050 BALBOA BLVD,LOS ANGELES,Los Angeles,34.28972,-118.501276,12
503,Public Safety Facility,12760 OSBORNE ST,LOS ANGELES,Los Angeles,34.253106200000005,-118.4104729,7
504,Public Safety Facility,14630 PLUMMER ST,LOS ANGELES,Los Angeles,34.242419899999994,-118.45157730000001,6
505,Public Safety Facility,15345 SAN FERNANDO MISSION BLVD,LOS ANGELES,Los Angeles,34.2725203,-118.4667682,7
506,Public Safety Facility,11121 SEPULVEDA BLVD,LOS ANGELES,Los Angeles,34.2729432,-118.4681524,7
507,Public Safety Facility,10124 BALBOA BLVD,LOS ANGELES,Los Angeles,34.254638,-118.50185719999999,12
508,Public Safety Facility,11351 TAMPA AVE,LOS ANGELES,Los Angeles,34.277304,-118.5597077,12
509,Public Safety Facility,11641 CORBIN AVE,LOS ANGELES,Los Angeles,34.281149299999996,-118.5696787,12
510,Public Safety Facility,20225 DEVONSHIRE ST,LOS ANGELES,Los Angeles,34.2576271,-118.57366090000002,12
511,Public Safety Facility,10250 ETIWANDA AVE,LOS ANGELES,Los Angeles,34.25699829999999,-118.53171809999999,12
512,Public Safety Facility,21800 MARILLA ST,LOS ANGELES,Los Angeles,34.2472781,-118.6035524,12
513,Public Facility,10038 OLD DEPOT PLAZA RD,LOS ANGELES,CHATSWORTH,34.25157720000001,-118.5987587,12
514,Public Safety Facility,9861 RESEDA BLVD,LOS ANGELES,Los Angeles,34.249746200000004,-118.53653030000001,12
515,Public Safety Facility,18143 PARTHENIA ST,LOS ANGELES,Los Angeles,34.2289927,-118.52882360000001,12
516,Public Safety Facility,21501 SCHOENBORN ST,LOS ANGELES,Los Angeles,34.2213826,-118.5996169,3
517,Public Safety Facility,8349 WINNETKA AVE,LOS ANGELES,Los Angeles,34.2216386,-118.5714384,3
518,Public Safety Facility,6621 WEST MANCHESTER AVE,LOS ANGELES,Los Angeles,33.960142,-118.40516299999999,11
519,Commercial Improved,6033 W CENTURY BLVD,LOS ANGELES,LOS ANGELES,33.946125,-118.38967099999999,11
520,Commercial Improved,6053 W CENTURY BLVD,LOS ANGELES,LOS ANGELES,33.946914,-118.38966299999998,11
521,Public Safety Facility,5651 W MANCHESTER AVE,LOS ANGELES,Los Angeles,33.961224200000004,-118.37965829999999,11
522,Public Safety Facility,7250 WORLD WY,LOS ANGELES,Los Angeles,33.9405073,-118.4194923,11
523,Public Safety Facility,10010 INTERNATIONAL RD,LOS ANGELES,Los Angeles,33.945189,-118.38118659999999,11
524,Public Safety Facility,11970 VENICE BLVD,LOS ANGELES,Los Angeles,34.0059247,-118.42831170000001,11
525,Public Safety Facility,12312 CULVER BLVD,LOS ANGELES,Los Angeles,33.991611,-118.41982,11
526,Public Safety Facility,1930 SHELL AVE,LOS ANGELES,Los Angeles,33.9913477,-118.4591883,11
527,Public Safety Facility,11505 W OLYMPIC BLVD,LOS ANGELES,Los Angeles,34.036608799999996,-118.4444574,11
528,Public Safety Facility,2117 BUTLER AVE,LOS ANGELES,LOS ANGELES,34.037189500000004,-118.44511409999998,11
529,Public Safety Facility,1663 BUTLER AVE,LOS ANGELES,Los Angeles,34.043760799999994,-118.45076340000001,11
530,Public Safety Facility,1556 S ROBERTSON BLVD,LOS ANGELES,Los Angeles,34.0507073,-118.38395009999999,5
531,Public Safety Facility,3690 MOTOR AVE,LOS ANGELES,Los Angeles,34.0229764,-118.4055312,5
532,Public Safety Facility,1090 VETERAN AVE,LOS ANGELES,Los Angeles,34.0597907,-118.44894679999999,5
533,Public Safety Facility,12520 MULHOLLAND DR,LOS ANGELES,Los Angeles,34.1270095,-118.4062394,4
534,Public Safety Facility,12229 SUNSET BLVD,LOS ANGELES,Los Angeles,34.058532799999995,-118.4795788,11
535,Public Safety Facility,15045 SUNSET BLVD,LOS ANGELES,Los Angeles,34.045069700000006,-118.52247129999999,11
536,Public Safety Facility,16500 MULHOLLAND DR,LOS ANGELES,Los Angeles,34.1307295,-118.4921146,11
537,Public Safety Facility,1909 W SLAUSON AVE,LOS ANGELES,Los Angeles,33.9892187,-118.3115258,8
538,Public Safety Facility,4370 S HOOVER ST,LOS ANGELES,Los Angeles,34.0040497,-118.2868164,9
539,Public Safety Facility,1546 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,Los Angeles,34.0105198,-118.3050585,8
540,Public Safety Facility,4470 COLISEUM ST,LOS ANGELES,Los Angeles,34.0176067,-118.34550520000002,10
541,Public Safety Facility,5023 W WASHINGTON BLVD,LOS ANGELES,Los Angeles,34.04101,-118.3492768,10
542,Public Facility,5213 W PICO BLVD,LOS ANGELES,Los Angeles,34.048453,-118.35196040000001,10
543,Public Safety Facility,2401 W PICO BLVD,LOS ANGELES,Los Angeles,34.047515000000004,-118.28939199999999,1
544,Public Facility,694 S Oxford AVE,LOS ANGELES,Los Angeles,34.060038299999995,-118.30710690000001,10
545,Public Safety Facility,1192 E 51ST ST,LOS ANGELES,Los Angeles,33.99693320000001,-118.2546389,9
546,Public Safety Facility,3401 S CENTRAL AVE,LOS ANGELES,Los Angeles,34.0125528,-118.256906,9
547,Public Facility,4301 S CENTRAL AVE,LOS ANGELES,Los Angeles,34.005584000000006,-118.2567185,9
548,Public Safety Facility,3000 S HOOVER ST,LOS ANGELES,Los Angeles,34.0276904,-118.2838715,9
549,Commercial Improved,3216 S HOOVER ST,LOS ANGELES,LOS ANGELES,34.02482519,-118.283429,9
550,Public Safety Facility,1335 S OLIVE ST,LOS ANGELES,Los Angeles,34.0374502,-118.263953,14
551,Public Facility,1149 S BROADWAY,LOS ANGELES,LOS ANGELES,34.038743100000005,-118.26044270000001,14
552,Public Safety Facility,1819 W 7TH ST,LOS ANGELES,Los Angeles,34.055484,-118.2739244,1
553,Public Safety Facility,430 E 7TH ST,LOS ANGELES,Los Angeles,34.0411336,-118.2478886,14
554,Parking Facility,501 E 5th ST,LOS ANGELES,Los Angeles,34.044313,-118.24340600000001,14
555,Commercial Improved,501 S Bixel St,LOS ANGELES,Los Angeles,34.054899799999994,-118.26182060000001,1
556,Public Safety Facility,108 N FREMONT AVE,LOS ANGELES,Los Angeles,34.0585015,-118.25239099999999,14
557,Commercial Improved,369 E 1ST ST,LOS ANGELES,LOS ANGELES,34.049739,-118.23856299999998,14
558,Public Safety Facility,307 E 1ST ST,LOS ANGELES,Los Angeles,34.0503974,-118.240532,14
559,Public Safety Facility,180 N LOS ANGELES ST,LOS ANGELES,Los Angeles,34.052561600000004,-118.24073200000001,14
560,Commercial Vacant Land,364 E 1ST ST,LOS ANGELES,LOS ANGELES,34.0489922,-118.2393112,14
561,Parking Facility,260 S MAIN ST,LOS ANGELES,LOS ANGELES,34.0494881,-118.24537659999999,14
562,Public Safety Facility,1601 S SANTA FE AVE,LOS ANGELES,Los Angeles,34.0252734,-118.2302868,14
563,Public Safety Facility,450 E TEMPLE ST,LOS ANGELES,Los Angeles,34.05000689999999,-118.23586909999999,14
564,Vacant Land,623 BANNING ST,LOS ANGELES,LOS ANGELES,34.049735999999996,-118.2348175,14
565,Public Facility,524 E TEMPLE ST,LOS ANGELES,LOS ANGELES,34.0500908,-118.234581,14
566,Public Facility,600 E TEMPLE ST,LOS ANGELES,LOS ANGELES,34.050071700000004,-118.23442079999998,14
567,Public Facility,520 E Temple St,LOS ANGELES,LOS ANGELES,34.049984,-118.2337646,14
568,Public Facility,620 E TEMPLE ST,LOS ANGELES,LOS ANGELES,34.05000689999999,-118.2339325,14
569,OPLA,Vignes St/Ducommun St,Los Angeles,Los Angeles,34.052482,-118.233076,14
570,Industrial Vacant Land,1001 E 1ST ST,LOS ANGELES,Los Angeles,34.048666,-118.231721,14
571,Public Safety Facility,1962 E CESAR E CHAVEZ AVE,LOS ANGELES,Los Angeles,34.0490533,-118.2135013,14
572,Public Safety Facility,2927 WHITTIER BLVD,LOS ANGELES,Los Angeles,34.031079299999995,-118.20771200000001,14
573,Public Safety Facility,2230 PASADENA AVE,LOS ANGELES,Los Angeles,34.0753745,-118.21772150000001,1
574,Commercial Improved,3201 Lacy St,LOS ANGELES,Los Angeles,34.0835578,-118.21882439999999,1
575,Public Safety Facility,4575 HUNTINGTON DR,LOS ANGELES,Los Angeles,34.0851617,-118.1867311,14
576,Public Safety Facility,2011 N EERN AVE,LOS ANGELES,Los Angeles,34.0662793,-118.18061189999999,14
577,Public Safety Facility,2144 SUNSET BLVD,LOS ANGELES,Los Angeles,34.077162799999996,-118.2653441,13
578,Public Facility,639 N HILL ST,LOS ANGELES,Los Angeles,34.0597999,-118.24085359999998,1
579,Commercial Improved,825 N HILL ST,LOS ANGELES,Los Angeles,34.063534600000004,-118.23963570000001,1
580,Maintenance Yard,1831 PASADENA AVE,LOS ANGELES,LOS ANGELES,34.0739136,-118.2228622,1
581,Parking Facility,7219 REMMET AVE,LOS ANGELES,CANOGA PARK,34.2016848,-118.6002788,3
582,Parking Facility,7220 JORDAN AVE,LOS ANGELES,CANOGA PARK,34.2016666,-118.6028101,3
583,Parking Facility,7128 JORDAN AVE,LOS ANGELES,CANOGA PARK,34.2000036,-118.6027987,3
584,Parking Facility,7141 REMMET AVE,LOS ANGELES,CANOGA PARK,34.2001672,-118.6003371,3
585,Parking Facility,7117 REMMET AVE,LOS ANGELES,CANOGA PARK,34.1996697,-118.60034109999998,3
586,Parking Facility,7134 REMMET AVE,LOS ANGELES,CANOGA PARK,34.2001949,-118.6002789,3
587,Parking Facility,7222 BAIRD AVE,LOS ANGELES,RESEDA,34.2018074,-118.537287,3
588,Parking Facility,7246 BAIRD AVE,LOS ANGELES,RESEDA,34.202125200000005,-118.53728909999998,3
589,Parking Facility,7131 CANBY AVE,LOS ANGELES,RESEDA,34.2001532,-118.5347717,3
590,Parking Facility,7130 DARBY AVE,LOS ANGELES,RESEDA,34.2001286,-118.53352450000001,3
591,Parking Facility,7120 BAIRD AVE,LOS ANGELES,RESEDA,34.1999196,-118.5373575,3
592,Parking Facility,21901 W COSTANSO ST,LOS ANGELES,WOODLAND HILLS,34.167578999999996,-118.604294,3
593,Parking Facility,14532 GILMORE ST,LOS ANGELES,VAN NUYS,34.187664500000004,-118.4494665,6
594,Parking Facility,14402 GILMORE ST,LOS ANGELES,VAN NUYS,34.187607,-118.4466713,6
595,Parking Facility,14401 FRIAR ST,LOS ANGELES,VAN NUYS,34.1859551,-118.44732859999999,6
596,Parking Facility,6265 SYLMAR AVE,LOS ANGELES,LOS ANGELES,34.1843625,-118.4465314,6
597,Public Facility,6262 VAN NUYS BLVD,LOS ANGELES,LOS ANGELES,34.184151,-118.4480331,6
598,Parking Facility,14521 FRIAR ST,LOS ANGELES,VAN NUYS,34.18569779999999,-118.4491717,6
599,Parking Facility,14607 SYLVAN ST,LOS ANGELES,VAN NUYS,34.184983,-118.45124399999999,6
600,Parking Facility,14517 ERWIN ST,LOS ANGELES,VAN NUYS,34.1836636,-118.44911499999999,6
601,Parking Facility,14591 DICKENS ST,LOS ANGELES,LOS ANGELES,34.1504114,-118.45156159999999,4
602,Parking Facility,14758 VENTURE BLVD,LOS ANGELES,SHERMAN OAKS,34.1519578,-118.4549854,4
603,Parking Facility,15314 DICKENS ST,LOS ANGELES,SHERMAN OAKS,34.15282020000001,-118.46678519999999,4
604,Parking Facility,11320 CHANDLER BLVD,LOS ANGELES,LOS ANGELES,34.1686208,-118.3783629,2
605,Parking Facility,11231 W MAGNOLIA BLVD,LOS ANGELES,NORTH HOLLYWOOD,34.1649,-118.375743,2
606,Parking Facility,12225 VENTURA BLVD,LOS ANGELES,STUDIO CITY,34.144148,-118.39948340000001,2
607,Parking Facility,5001 N VINELAND AVE,LOS ANGELES,LOS ANGELES,34.0538902,-117.9867172,99
608,Public Facility,7166 W MANCHESTER AVE,LOS ANGELES,Los Angeles,33.959691,-118.41768799999998,11
609,Parking Facility,1608 PACIFIC AVE,LOS ANGELES,LOS ANGELES,33.987533299999996,-118.47214140000001,11
610,Parking Facility,200 N VENICE BLVD,LOS ANGELES,VENICE,33.985485,-118.46932140000001,11
611,Parking Facility,2150 DELL AVE,LOS ANGELES,VENICE,33.9859204,-118.4676864,11
612,Parking Facility,1301 S ELECTRIC AVE,LOS ANGELES,VENICE,34.078185999999995,-118.1393814,99
613,Parking Facility,2010 PISANI PL,LOS ANGELES,VENICE,33.9918677,-118.4584688,11
614,Parking Facility,1411 ELECTRIC AVE,LOS ANGELES,VENICE,33.9911148,-118.46575290000001,11
615,Parking Facility,1511 ELECTRIC AVE,LOS ANGELES,VENICE,33.990555,-118.4635278,11
616,Parking Facility,1600 S IRVING TABOR CT,LOS ANGELES,VENICE,33.9903518,-118.46369969999999,11
617,Parking Facility,1530 BUTLER AVE,LOS ANGELES,LOS ANGELES,34.0460294,-118.45230259999998,11
618,Parking Facility,1540 PURDUE AVE,LOS ANGELES,LOS ANGELES,34.0462055,-118.4510413,11
619,Parking Facility,1547 CORINTH AVE,LOS ANGELES,LOS ANGELES,34.0466995,-118.4500429,11
620,Parking Facility,1611 BELOIT AVE,LOS ANGELES,LOS ANGELES,34.0473869,-118.44779809999999,11
621,Parking Facility,11312 IDAHO AVE,LOS ANGELES,LOS ANGELES,34.0457858,-118.4483304,11
622,Parking Facility,1615 COLBY AVE,LOS ANGELES,LOS ANGELES,34.0445099,-118.45276640000002,11
623,Parking Facility,1516 BARRY AVE,LOS ANGELES,LOS ANGELES,34.044701,-118.45501200000001,11
624,Parking Facility,1421 S WOOSTER ST,LOS ANGELES,LOS ANGELES,34.0539458,-118.38267959999999,5
625,Parking Facility,8866 PICO BLVD,LOS ANGELES,LOS ANGELES,34.0550597,-118.3852186,5
626,Parking Facility,2386 MALCOLM AVE,LOS ANGELES,LOS ANGELES,34.041538,-118.42697179999999,5
627,Parking Facility,2371 OVERLAND AVE,LOS ANGELES,LOS ANGELES,34.0425276,-118.4252102,5
628,Parking Facility,2367 PROSSER AVE,LOS ANGELES,LOS ANGELES,34.044395,-118.421801,5
629,Parking Facility,2377 MIDVALE AVE,LOS ANGELES,LOS ANGELES,34.039969,-118.430127,5
630,Parking Facility,11010 SANTA MONICA BLVD,LOS ANGELES,LOS ANGELES,34.0480751,-118.4413428,5
631,Parking Facility,1156 CLARK DR,LOS ANGELES,LOS ANGELES,34.0555725,-118.38442990000001,5
632,Parking Facility,123 S ROBERTSON BLVD,LOS ANGELES,LOS ANGELES,34.0749979,-118.38382040000002,5
633,Parking Facility,1036 BROXTON AVE,LOS ANGELES,LOS ANGELES,34.0618782,-118.44618229999999,5
634,Parking Facility,15216 SUNSET BLVD,LOS ANGELES,LOS ANGELES,34.046507500000004,-118.5248436,11
635,Parking Facility,5345 11TH AVE,LOS ANGELES,LOS ANGELES,33.9936784,-118.3293923,8
636,Parking Facility,5407 11TH AVE,LOS ANGELES,LOS ANGELES,33.992676,-118.329752,8
637,Parking Facility,5701 11TH AVE,LOS ANGELES,LOS ANGELES,33.9908605,-118.32940570000001,8
638,Parking Facility,3416 W 43RD ST,LOS ANGELES,LOS ANGELES,34.0059894,-118.33220949999999,10
639,Parking Facility,4318 DEGNAN BLVD,LOS ANGELES,LOS ANGELES,0.0,0.0,10
640,Parking Facility,3328 W 43RD ST,LOS ANGELES,LOS ANGELES,34.0059631,-118.3304125,10
641,Parking Facility,4600 W WASHINGTON BLVD,LOS ANGELES,LOS ANGELES,34.039568,-118.340216,10
642,Parking Facility,200 N SPRING ST,LOS ANGELES,Los Angeles,34.0537126,-118.24281450000001,14
643,Parking Facility,140 Judge John Aiso St,LOS ANGELES,Los Angeles,34.050963,-118.23943680000001,14
644,Parking Facility,237 S LOS ANGELES ST,LOS ANGELES,LOS ANGELES,34.049484299999996,-118.2444687,14
645,Public Facility,555 E Ramirez ST,LOS ANGELES,Los Angeles,34.0548705,-118.23025870000001,14
646,Maintenance Yard,735 LYON ST,LOS ANGELES,LOS ANGELES,34.0548705,-118.2302588,14
647,Commercial Improved,5601 N FIGUEROA ST,LOS ANGELES,Los Angeles,34.1092086,-118.19418049999999,1
648,Parking Facility,117 S AVE 58,LOS ANGELES,LOS ANGELES,34.109588,-118.191355,1
649,Commercial Improved,6000 N FIGUEROA ST,LOS ANGELES,LOS ANGELES,34.11133522,-118.18843659999999,14
650,Public Facility,6501 FOUNTAIN AVE,LOS ANGELES,Los Angeles,34.0946185,-118.33044620000001,4
651,Commercial Improved,1345 N EL CENTRO AVE,LOS ANGELES,LOS ANGELES,34.0956511,-118.32402569999999,13
652,Commercial Improved,6522 HOLLYWOOD BLVD,LOS ANGELES,LOS ANGELES,34.1013404,-118.33192749999999,13
653,Public Facility,1874 HILLHURST AVE,LOS ANGELES,LOS ANGELES,34.1050924,-118.2870764,4
654,Public Facility,2035 COLORADO BLVD,LOS ANGELES,Los Angeles,34.1395715,-118.211242,14
655,Public Facility,1513 E 103RD ST,LOS ANGELES,Los Angeles,33.9435035,-118.24738959999999,15
656,Public Facility,544 N AVALON BLVD,LOS ANGELES,Los Angeles,33.776936600000006,-118.26193329999998,15
657,Public Facility,510 W 7TH ST,LOS ANGELES,LOS ANGELES,33.738017600000006,-118.288179,15
658,OPLA,1670 Palos Verdes,Los Angeles,Los Angeles,33.7222341,-118.29004099999999,15
659,Not Classified,WESTERN AVE/CUMBRE DR,LOS ANGELES,UNKNOWN,33.73254854,-118.3155774,15
660,Not Classified,CUMBRE DR/PELICAN AVE,LOS ANGELES,UNKNOWN,33.72938218,-118.31672569999999,15
661,Maintenance Yard,2027 GRANVILLE AVE,LOS ANGELES,LOS ANGELES,34.03524,-118.452064,11
662,Public Facility,534 E Edgeware Rd,LOS ANGELES,Los Angeles,34.0670586,-118.25430259999999,1
663,Public Safety Facility,1700 STADIUM WY,LOS ANGELES,Los Angeles,34.069129,-118.24296399999999,1
664,Public Safety Facility,2759 ROWENA AVE,LOS ANGELES,Los Angeles,34.1077023,-118.26388859999999,4
665,Public Safety Facility,140 N AVENUE 19,LOS ANGELES,Los Angeles,34.074769,-118.222222,1
666,Public Safety Facility,3036 FLETCHER DR,LOS ANGELES,Los Angeles,34.115392799999995,-118.2446242,13
667,Public Safety Facility,4455 YORK BLVD,LOS ANGELES,Los Angeles,34.1240299,-118.21852120000001,14
668,Public Safety Facility,326 N VIRGIL AVE,LOS ANGELES,Los Angeles,34.07752429999999,-118.28638980000001,13
669,Public Safety Facility,4029 WILSHIRE BLVD,LOS ANGELES,Los Angeles,34.0620901,-118.315655,4
670,Public Safety Facility,5821 W 3RD ST,LOS ANGELES,Los Angeles,34.0694111,-118.3471182,5
671,Public Safety Facility,4957 MELROSE AVE,LOS ANGELES,Los Angeles,34.0837954,-118.3080689,13
672,Public Safety Facility,1601 HILLHURST AVE,LOS ANGELES,Los Angeles,34.100263399999996,-118.287729,4
673,Public Safety Facility,1327 COLE AVE,LOS ANGELES,Los Angeles,34.0955308,-118.3301591,4
674,Public Safety Facility,1439 N GARDNER ST,LOS ANGELES,LOS ANGELES,34.097284,-118.3531416,4
675,Public Safety Facility,1800 N Bronson,LOS ANGELES,Los Angeles,34.1029177,-118.31794540000001,13
676,Public Safety Facility,2021 COLORADO BLVD,LOS ANGELES,Los Angeles,34.1395697,-118.2109294,14
677,Public Safety Facility,6406 S MAIN ST,LOS ANGELES,Los Angeles,33.98124310000001,-118.27367439999999,9
678,Public Safety Facility,7800 S VERMONT AVE,LOS ANGELES,Los Angeles,33.9685653,-118.2911566,8
679,Public Safety Facility,1801 E CENTURY BLVD,LOS ANGELES,Los Angeles,33.9459901,-118.2402496,15
680,Public Safety Facility,10811 S MAIN ST,LOS ANGELES,Los Angeles,33.937822,-118.2742538,8
681,Public Safety Facility,18030 S VERMONT AVE,LOS ANGELES,Los Angeles,33.867599600000005,-118.29029469999999,15
682,Public Safety Facility,1331 W 253RD ST,LOS ANGELES,Los Angeles,33.794988399999994,-118.30021119999999,15
683,Public Safety Facility,400 YACHT ST,LOS ANGELES,Los Angeles,33.7655201,-118.25572009999999,15
684,Public Safety Facility,444 S HARBOR BLVD,LOS ANGELES,Los Angeles,33.7405519,-118.2784438,15
685,Public Safety Facility,330 FERRY ST,LOS ANGELES,Los Angeles,33.7466986,-118.2618297,15
686,Public Safety Facility,1444 S SEASIDE AVE,LOS ANGELES,Los Angeles,33.728594,-118.26866399999999,15
687,Public Safety Facility,2945 MINER ST,LOS ANGELES,Los Angeles,33.717087,-118.27549599999999,15
688,Public Safety Facility,1005 N GAFFEY ST,LOS ANGELES,Los Angeles,33.7531175,-118.2933239,15
689,Public Safety Facility,1601 S GRAND AVE,LOS ANGELES,Los Angeles,33.7294374,-118.29054359999999,15
690,Public Safety Facility,4849 VENICE BLVD,LOS ANGELES,Los Angeles,34.0462465,-118.342584,10
691,Public Safety Facility,1130 S VERMONT AVE,LOS ANGELES,Los Angeles,34.050228999999995,-118.2911404,1
692,Public Safety Facility,3400 S CENTRAL AVE,LOS ANGELES,Los Angeles,34.0122964,-118.2560979,9
693,Public Facility,251 E 6TH ST,LOS ANGELES,Los Angeles,34.0439789,-118.2474571,14
694,Public Safety Facility,100 W 1ST ST,LOS ANGELES,Los Angeles,34.0518561,-118.24433700000002,14
695,Public Safety Facility,1401 W 6TH ST,LOS ANGELES,Los Angeles,34.056709399999995,-118.266973,1
696,Public Safety Facility,2710 W TEMPLE ST,LOS ANGELES,Los Angeles,34.0730096,-118.27622109999999,13
697,Public Safety Facility,100 N LOS ANGELES ST,LOS ANGELES,Los Angeles,34.051595500000005,-118.2415978,14
698,Public Safety Facility,500 E Temple ST,LOS ANGELES,Los Angeles,34.0500112,-118.23490520000001,14
699,Public Safety Facility,2111 E 1ST ST,LOS ANGELES,Los Angeles,34.0448141,-118.21288759999999,14
700,Public Safety Facility,2029 N MAIN ST,LOS ANGELES,Los Angeles,34.066272999999995,-118.2170351,1
701,Public Safety Facility,1880 ACADEMY DR,LOS ANGELES,Los Angeles,34.082077000000005,-118.24166389999999,1
702,Public Safety Facility,3353 N SAN FERNANDO RD,LOS ANGELES,Los Angeles,34.1191836,-118.24939769999999,13
703,Public Safety Facility,1358 WILCOX AVE,LOS ANGELES,Los Angeles,34.095818,-118.33066969999999,4
704,Public Safety Facility,3934 RIGALI AVE,LOS ANGELES,Los Angeles,34.127353899999996,-118.270692,13
705,Public Safety Facility,7600 S BROADWAY,LOS ANGELES,LOS ANGELES,33.9703047,-118.27765690000001,9
706,Public Safety Facility,145 W 108TH ST,LOS ANGELES,Los Angeles,33.938743200000005,-118.2743119,8
707,Public Safety Facility,2175 JOHN S GIBSON BLVD,LOS ANGELES,Los Angeles,33.757765899999995,-118.28918970000001,15
708,Public Safety Facility,2981 N GAFFEY ST,LOS ANGELES,Los Angeles,33.773483299999995,-118.2959686,15
709,Public Safety Facility,14355 ARMINTA ST,LOS ANGELES,Los Angeles,34.2131265,-118.4447245,6
710,Public Safety Facility,7777 W FOOTHILL BLVD,LOS ANGELES,Los Angeles,34.2436569,-118.2709015,7
711,Maintenance Yard,11950 LOPEZ CANYON RD,LOS ANGELES,LOS ANGELES,34.2877734,-118.40063880000001,7
712,Public Safety Facility,5101 SEPULVEDA BLVD,LOS ANGELES,Los Angeles,34.16303,-118.466504,4
713,Public Safety Facility,13035 VAN NUYS BLVD,LOS ANGELES,Los Angeles,34.26997,-118.41730600000001,7
714,Public Safety Facility,9411 WENTWORTH ST,LOS ANGELES,Los Angeles,34.2638028,-118.3366206,7
715,Vacant Land,SHERMAN WAY/PLATT AVE,LOS ANGELES,LOS ANGELES,34.19755,-118.63421000000001,12
716,Open Space,6353 N LINDLEY AVE,LOS ANGELES,LOS ANGELES,34.1860062,-118.52733300000001,3
717,Vacant Land,7960 N VENTURA CANYON AVE,LOS ANGELES,PANORAMA CITY,34.215525799999995,-118.4286777,6
718,Residential Vacant Land,6939 W VALLEYTON TR,LOS ANGELES,UNIVERSAL CITY,34.123450399999996,-118.3453763,4
719,Vacant Land,13131 MACLAY ST,LOS ANGELES,LOS ANGELES,34.299927399999994,-118.41857240000002,7
720,Open Space,40 E JIB ST,LOS ANGELES,LOS ANGELES,33.9743554,-118.46145179999999,11
721,Vacant Land,EXPOSITION BLVD/SELBY AVE,LOS ANGELES,LOS ANGELES,34.036570000000005,-118.42482,5
722,Vacant Land,EXPOSITION BLVD/SELBY AVE,LOS ANGELES,LOS ANGELES,34.03693,-118.42245,5
723,Vacant Land,ASHBY AVE/OVERLAND AVE,LOS ANGELES,LOS ANGELES,34.03733,-118.42173999999999,5
724,Vacant Land,EXPOSITION BLVD/WESTWOOD BLVD,LOS ANGELES,LOS ANGELES,34.03687,-118.42515,5
725,Residential Vacant Land,MOTOR AVE/WALAVISTA RD,LOS ANGELES,LOS ANGELES,34.03117,-118.41131999999999,5
726,Vacant Land,MARINETTE RD/ORACLE PL,LOS ANGELES,LOS ANGELES,34.05642,-118.52165,11
727,Public Facility,1819 S WESTERN AVE,LOS ANGELES,Los Angeles,34.0411939,-118.3093669,10
728,Vacant Land,TOPAZ/HUNTINGTON DR S,LOS ANGELES,LOS ANGELES,34.083059999999996,-118.18883000000001,14
729,Residential Vacant Land,4530 DUDLEY DR,LOS ANGELES,LOS ANGELES,34.081878700000004,-118.1882324,14
