X,Y,OBJECTID,FID_,Parcel_Num,Property_C,Property_S,Inventory,Zoned_As,Address1,County,City,Longitude,Latitude,Council_Di,Square_Foo,Business_I
-118.36268729946579,34.185414650628722,1293,0,2414017901,Not Classified,Owned,General Services,R1-1,WILLOW CREST AVE/FRIAR ST,LOS ANGELES,UNKNOWN,-118.3626873,34.18541465,2,371.4280516,None
-118.362683099841817,34.177605169474269,1294,0,2415014901,OPLA,Owned,General Services,R3-1,WILLOW CREST AVE/OXNARD ST,Los Angeles,LOS ANGELES,-118.3626831,34.17760517,2,176.9675972,None
-118.465311499581972,34.313378210217287,1295,0,2501010900,Not Classified,Owned,General Services,RA-1-K,LARKSPUR ST/NORRIS AVE,LOS ANGELES,UNKNOWN,-118.4653115,34.31337821,7,1893.627149,None
-118.46692029961082,34.311804400442945,1296,0,2501010901,Not Classified,Owned,General Services,RA-1-K,LARKSPUR ST/BRADLEY AVE,LOS ANGELES,UNKNOWN,-118.4669203,34.3118044,7,1172.787799,None
-118.454328899937565,34.31666180970619,1297,0,2502010900,Not Classified,Owned,General Services,RA-1-K,ROSALES ST/BORDEN AVE,LOS ANGELES,UNKNOWN,-118.4543289,34.31666181,7,2238.701872,None
-118.453565199893717,34.317330639627109,1298,0,2502010901,Not Classified,Owned,General Services,RA-1-K,ROSALES ST/PHILLIPPI AVE,LOS ANGELES,SYLMAR,-118.4535652,34.31733064,7,1048.2877,None
-118.435848200058857,34.318436840521699,1299,0,2503007900,Not Classified,Owned,General Services,RA-1-K,LYLE ST/FENTON AVE,LOS ANGELES,UNKNOWN,-118.4358482,34.31843684,7,1185.468201,None
-118.435331799924541,34.317546199925225,1300,0,2503007901,Not Classified,Owned,General Services,RS-1,PADDOCK ST/GLADSTONE AVE,LOS ANGELES,UNKNOWN,-118.4353318,34.3175462,7,20.08869998, 
-118.455200799362458,34.309348670147912,1301,0,2505004900,Not Classified,Owned,General Services,RA-1,DE GARMO AVE/RYAN ST,LOS ANGELES,UNKNOWN,-118.4552008,34.30934867,7,1037.734449,None
-118.44626090040218,34.307383289938976,1302,0,2505021900,Not Classified,Owned,General Services,R1-1,FELLOWS AVE/ORO GRANDE ST,LOS ANGELES,UNKNOWN,-118.4462609,34.30738329,7,1189.963444,None
-118.448012700546158,34.301825779965093,1303,0,2508021900,Not Classified,Owned,General Services,R1-1,BERG ST/HERRICK AVE,LOS ANGELES,UNKNOWN,-118.4480127,34.30182578,7,1797.940802,None
-118.44380589995211,34.299709000310038,1304,0,2508023901,Not Classified,Owned,General Services,R1-1,HERRON ST/DE FOE AVE,LOS ANGELES,UNKNOWN,-118.4438059,34.299709,7,183.1623993, 
-118.443343699670422,34.300177859562396,1305,0,2508023902,Not Classified,Owned,General Services,R1-1,HERRON ST/DE FOE AVE,LOS ANGELES,UNKNOWN,-118.4433437,34.30017786,7,72.38250026, 
-118.423444000307683,34.314595949861065,1306,0,2510024900,Not Classified,Owned,General Services,R1-1,AZTEC ST/KISMET AVE,LOS ANGELES,UNKNOWN,-118.423444,34.31459595,7,89.87160026,None
-118.423649299486073,34.314887889916449,1307,0,2510024901,Not Classified,Owned,General Services,R1-1,KISMET AVE/AZTEC ST,LOS ANGELES,UNKNOWN,-118.4236493,34.31488789,7,308.4817276,None
-118.421092500151389,34.307747879639088,1308,0,2512008901,Not Classified,Owned,General Services,RS-1,GRIDLEY ST/WHEELER AVE,LOS ANGELES,UNKNOWN,-118.4210925,34.30774788,7,58.77126528,None
-118.421606299662983,34.308131819767013,1309,0,2512009901,Not Classified,Owned,General Services,(T)(Q)R1-1,WHEELER AVE/LAZARD ST,LOS ANGELES,UNKNOWN,-118.4216063,34.30813182,7,1236.018122, 
-118.43750159964496,34.300606859964105,1310,0,2517011900,Not Classified,Owned,General Services,R1-1,FELLOWS AVE/HUBBARD ST,LOS ANGELES,UNKNOWN,-118.4375016,34.30060686,7,173.5055006, 
-118.436649100236949,34.301103920192865,1311,0,2517011901,Not Classified,Owned,General Services,R1-1,WARREN ST/HUBBARD ST,LOS ANGELES,UNKNOWN,-118.4366491,34.30110392,7,29.11240016, 
-118.420516300066907,34.27991222018774,1312,0,2524029901,Not Classified,Owned,General Services,R1-1-CUGU,EUSTACE ST/DE GARMO AVE,LOS ANGELES,UNKNOWN,-118.4205163,34.27991222,7,80.94815631,None
-118.413888999719546,34.306556840143642,1313,0,2525010900,Not Classified,Owned,General Services,RS-1,ROMONT ST/CRANSTON AVE,LOS ANGELES,UNKNOWN,-118.413889,34.30655684,7,15.63060512, 
-118.41417189986376,34.30504476073547,1314,0,2525010901,Not Classified,Owned,General Services,RS-1,ALEXANDER ST/CRANSTON AVE,LOS ANGELES,UNKNOWN,-118.4141719,34.30504476,7,157.9882936,None
-118.402069799949373,34.276365369403152,1315,0,2532023904,Not Classified,Owned,General Services,RS-1-CUGU,JOUETT ST/DORNFIELD AVE,LOS ANGELES,PACOIMA,-118.4020698,34.27636537,7,1979.125451,None
-118.367174899942938,34.24541881989191,1316,0,2542024900,OPLA,Owned,General Services,RA-1-K,ORCAS AVE/STONEHURST AVE,Los Angeles,LOS ANGELES,-118.3671749,34.24541882,7,1693.043173,None
-118.365994599897874,34.245571880059337,1317,0,2542024901,OPLA,Owned,General Services,RA-1-K,HELEN AVE/SUNLAND BLVD,Los Angeles,LOS ANGELES,-118.3659946,34.24557188,7,4278.535352, 
-118.356917499447633,34.250756650339397,1318,0,2543028900,Not Classified,Owned,General Services,RA-1-K,VALLEY GLOW DR/WHEATLAND AVE,LOS ANGELES,UNKNOWN,-118.3569175,34.25075665,7,901.5053052, 
-118.345039999913837,34.257687629373756,1319,0,2549025900,Not Classified,Owned,General Services,RA-1-K,MUSTANG WAY/JOHANNA AVE,LOS ANGELES,UNKNOWN,-118.34504,34.25768763,7,726.7352019,None
-118.345018199598513,34.257571709623484,1320,0,2549025901,Not Classified,Owned,General Services,RA-1-K,MUSTANG WAY/JOHANNA AVE,LOS ANGELES,UNKNOWN,-118.3450182,34.25757171,7,681.9243654, 
-118.349537900474033,34.274423410516867,1321,0,2550020900,Not Classified,Owned,General Services,RA-1-K,DOMINICA AVE/JIMENEZ ST,LOS ANGELES,UNKNOWN,-118.3495379,34.27442341,7,382.3530776,None
-118.347413400098446,34.274862640182903,1322,0,2550020902,Not Classified,Owned,General Services,A2-1-K,ESKO AVE/JIMENEZ ST,LOS ANGELES,UNKNOWN,-118.3474134,34.27486264,7,45.43950002,None
-118.300987600239225,34.272336089925474,1323,0,2552019900,Not Classified,Owned,General Services,RA-1,DENIVELLE RD/DENIVELLE PL,LOS ANGELES,UNKNOWN,-118.3009876,34.27233609,7,164.2647624,None
-118.308563599680028,34.266699559997548,1324,0,2556003900,Not Classified,Owned,General Services,R1-1-RFA,LANGMUIR AVE/WENTWORTH ST,LOS ANGELES,UNKNOWN,-118.3085636,34.26669956,7,200.3233496,None
-118.317948199740201,34.258245740267085,1325,0,2560005900,Not Classified,Owned,General Services,RD5-1,FOOTHILL BLVD/FLORALITA AVE,LOS ANGELES,UNKNOWN,-118.3179482,34.25824574,7,59.99094992,None
-118.317948600388846,34.258190779987579,1326,0,2560005901,Not Classified,Owned,General Services,RD5-1,FOOTHILL BLVD/FLORALITA AVE,LOS ANGELES,UNKNOWN,-118.3179486,34.25819078,7,59.99095004, 
-118.321741000057486,34.255398159672396,1327,0,2561003902,Not Classified,Owned,General Services,R1-1,APPERSON ST/SHERMAN GROVE AVE,LOS ANGELES,SUNLAND-TUJUNGA,-118.321741,34.25539816,7,191.6826699,None
-118.29358940074934,34.261784939899272,1328,0,2566016900,OPLA,Owned,General Services,R1-1,TUJUNGA CANYON BLVD/MOUNTAIR AVE,Los Angeles,LOS ANGELES,-118.2935894,34.26178494,7,2937.66515,None
-118.274287899415754,34.247717350050131,1329,0,2570014902,Not Classified,Owned,General Services,R1-1-RFA,GREELEY ST/ZITTO LN,LOS ANGELES,UNKNOWN,-118.2742879,34.24771735,7,100.8010569,None
-118.267502100319703,34.250284909826533,1330,0,2571002901,OPLA,Owned,General Services,R1-1-RFA,10014 AMANITA AVE,LOS ANGELES,LOS ANGELES,-118.2675021,34.25028491,7,2503.247937,None
-118.352625600548407,34.214395600403165,1331,0,2571002902,OPLA,Owned,General Services,R1-1-RFA,10014 ARMINTA ST,LOS ANGELES,Los Angeles,-118.3526256,34.2143956,7,254.3311198, 
-118.528406700161369,34.289963299861725,1332,0,2601062900,Not Classified,Owned,General Services,RE20-1-O-K,ZELZAH AVE/REXBON RD,LOS ANGELES,UNKNOWN,-118.5284067,34.2899633,12,7247.29708, 
-118.433259700076107,34.244758759954166,1333,0,2621013900,Not Classified,Owned,General Services,R1-1,WOODALE AVE/GLAMIS ST,LOS ANGELES,LOS ANGELES,-118.4332597,34.24475876,6,48.13259984,None
-118.434037400363664,34.245533619499021,1334,0,2621013901,Not Classified,Owned,General Services,RA-1,WOODALE AVE/GLAMIS ST,LOS ANGELES,LOS ANGELES,-118.4340374,34.24553362,6,1249.609552,None
-118.427847599322604,34.242174259798304,1335,0,2621023900,Not Classified,Owned,General Services,RA-1,STANWIN AVE/KAMLOOPS ST,LOS ANGELES,UNKNOWN,-118.4278476,34.24217426,6,80.94169976,None
-118.427914699881086,34.242125290033997,1336,0,2621023901,Not Classified,Owned,General Services,RA-1,STANWIN AVE/KAMLOOPS ST,LOS ANGELES,UNKNOWN,-118.4279147,34.24212529,6,81.05334988, 
-118.414131700254828,34.253517340244933,1337,0,2623023901,Not Classified,Owned,General Services,R1-1-CUGU,KAMLOOPS ST/TELFAIR AVE,LOS ANGELES,UNKNOWN,-118.4141317,34.25351734,7,53.95359979,None
-118.414879400405127,34.254089809838163,1338,0,2623023904,Not Classified,Owned,General Services,R1-1-CUGU,KELOWNA ST/TELFAIR AVE,LOS ANGELES,UNKNOWN,-118.4148794,34.25408981,7,450.2465872,None
-118.410872699540604,34.251241940073427,1339,0,2624005900,Not Classified,Owned,General Services,R1-1-CUGU,TAMARACK AVE/WINGO ST,LOS ANGELES,UNKNOWN,-118.4108727,34.25124194,7,24.04834369,None
-118.411282200156137,34.251640730464196,1340,0,2624005901,OPLA,Owned,General Services,R1-1,9907 TAMARACK AVE,Los Angeles,LOS ANGELES,-118.4112822,34.25164073,7,346.4956039,None
-118.409017799751453,34.249545130146124,1341,0,2624006904,Not Classified,Owned,General Services,R1-1-CUGU,TAMARACK AVE/MONTAGUE ST,LOS ANGELES,UNKNOWN,-118.4090178,34.24954513,7,99.52424926,None
-118.413557100069852,34.24476330976897,1342,0,2626011900,Not Classified,Owned,General Services,RS-1-CUGU,MINEOLA ST/AMBOY AVE,LOS ANGELES,UNKNOWN,-118.4135571,34.24476331,7,26.89200014,None
-118.413615300120483,34.244818469663535,1343,0,2626011901,Not Classified,Owned,General Services,RS-1-CUGU,MINEOLA ST/AMBOY AVE,LOS ANGELES,UNKNOWN,-118.4136153,34.24481847,7,25.16285017,None
-118.423539700529872,34.231163519898779,1344,0,2627008903,Not Classified,Owned,General Services,OS-1XL,URBANA AVE/OTTOMAN ST,LOS ANGELES,UNKNOWN,-118.4235397,34.23116352,6,1716.156003, 
-118.424197499981489,34.231785519892007,1345,0,2627008904,Not Classified,Owned,General Services,OS-1XL,URBANA AVE/OTTOMAN ST,LOS ANGELES,UNKNOWN,-118.4241975,34.23178552,6,89.95280028,None
-118.422106399866479,34.231167699838949,1346,0,2627008905,Not Classified,Owned,General Services,OS-1XL,RANGOON ST/URBANA AVE,LOS ANGELES,UNKNOWN,-118.4221064,34.2311677,6,1948.726204,None
-118.440628500401687,34.243171660086361,1347,0,2644013900,Not Classified,Owned,General Services,A2-1,REMINGTON ST/ CANTERBURY AVE,LOS ANGELES,UNKNOWN,-118.4406285,34.24317166,6,1000.393799, 
-118.432646599894682,34.248669339366415,1348,0,2645008900,OPLA,Owned,General Services,R1-1,9818 ARLETA,Los Angeles,LOS ANGELES,-118.4326466,34.24866934,6,309.9665004, 
-118.440632000238026,34.251200309530525,1349,0,2645021902,Not Classified,Owned,General Services,RA-1,HOYT ST/BEACHY AVE,LOS ANGELES,UNKNOWN,-118.440632,34.25120031,6,1079.669836, 
-118.456451000014695,34.265375889767427,1350,0,2648003901,Not Classified,Owned,General Services,RS-1,WOLFSKILL ST/FOX ST,LOS ANGELES,UNKNOWN,-118.456451,34.26537589,7,90.73395021,None
-118.457242300795656,34.258436460117665,1351,0,2648008900,Not Classified,Owned,General Services,A2-1-O,SALOMA AVE/BLACKHAWK ST,LOS ANGELES,UNKNOWN,-118.4572423,34.25843646,7,735.7585497, 
-118.452555200663596,34.258994469523316,1352,0,2648010902,Not Classified,Owned,General Services,RS-1-O,HIAWATHA ST/CEDROS AVE,LOS ANGELES,UNKNOWN,-118.4525552,34.25899447,7,90.36512797,None
-118.45559770020779,34.248003589469732,1353,0,2650012900,Not Classified,Owned,General Services,RS-1,KINZIE ST/WILLIS AVE,LOS ANGELES,UNKNOWN,-118.4555977,34.24800359,7,122.4512247, 
-118.454888200016612,34.248059079905417,1354,0,2650012901,Not Classified,Owned,General Services,RA-1,KINZIE ST/WILLIS AVE,LOS ANGELES,UNKNOWN,-118.4548882,34.24805908,7,1317.4049,None
-118.457806400573261,34.240074320006116,1355,0,2650033901,Not Classified,Owned,General Services,RA-1,VINCENNES ST/NATICK AVE,LOS ANGELES,UNKNOWN,-118.4578064,34.24007432,7,363.0726998,None
-118.471833200272712,34.249380869993928,1356,0,2656001900,Not Classified,Owned,General Services,PF-1XL,ORION AVE/LASSEN ST,LOS ANGELES,UNKNOWN,-118.4718332,34.24938087,7,475.5667008,None
-118.471829599825043,34.249749529494544,1357,0,2656001901,Not Classified,Owned,General Services,PF-1XL,ORION AVE/LASSEN ST,LOS ANGELES,UNKNOWN,-118.4718296,34.24974953,7,330.3336504, 
-118.457602000608475,34.274734950126472,1358,0,2664002900,Not Classified,Owned,General Services,R1-1,ALEXANDER ST/BARTEE AVE,LOS ANGELES,UNKNOWN,-118.457602,34.27473495,7,179.9657435, 
-118.477515199853315,34.227005250121714,1359,0,2673006900,Not Classified,Owned,General Services,RA-1,DEMPSEY AVE/NAPA ST,LOS ANGELES,UNKNOWN,-118.4775152,34.22700525,12,854.881251,None
-118.477064700128224,34.226604729771623,1360,0,2673006901,Not Classified,Owned,General Services,RA-1,NAPA ST/DEMPSEY AVE,LOS ANGELES,UNKNOWN,-118.4770647,34.22660473,12,815.1731996, 
-118.480617299921676,34.225649469405596,1361,0,2673008901,Not Classified,Owned,General Services,(T)RS-1,MALDEN ST/GLORIA AVE,LOS ANGELES,UNKNOWN,-118.4806173,34.22564947,12,2002.841493,None
-118.477377000335068,34.225899180368003,1362,0,2673009901,Not Classified,Owned,General Services,RA-1,DEMPSEY AVE/NAPA ST,LOS ANGELES,UNKNOWN,-118.477377,34.22589918,12,683.5219494,None
-118.477359700579328,34.226329139885273,1363,0,2673009902,Not Classified,Owned,General Services,RA-1,DEMPSEY AVE/NAPA ST,LOS ANGELES,UNKNOWN,-118.4773597,34.22632914,12,425.4704999,None
-118.47807929963092,34.225542509933732,1364,0,2673009903,Not Classified,Owned,General Services,RS-1,MALDEN ST/DEMPSEY AVE,LOS ANGELES,UNKNOWN,-118.4780793,34.22554251,12,6504.405167, 
-118.500141899652689,34.255522609909598,1365,0,2685019901,Not Classified,Owned,General Services,C2-1VL,FORBES AVE/WHITAKER AVE,LOS ANGELES,UNKNOWN,-118.5001419,34.25552261,12,308.7815999,None
-118.486203099816805,34.234627940256345,1366,0,2688003901,Not Classified,Owned,General Services,PF-1,SWINTON AVE/RAYEN ST,LOS ANGELES,UNKNOWN,-118.4862031,34.23462794,12,774.3742497,None
-118.486225500206743,34.233836650259278,1367,0,2688005900,Not Classified,Owned,General Services,PF-1,SWINTON AVE/RAYEN ST,LOS ANGELES,UNKNOWN,-118.4862255,34.23383665,12,17.98293756,None
-118.486298300575669,34.23383710997873,1368,0,2688005901,Not Classified,Owned,General Services,RS-1,SWINTON AVE/RAYEN ST,LOS ANGELES,UNKNOWN,-118.4862983,34.23383711,12,78.00602178,None
-118.487290700012764,34.23384339974217,1369,0,2688005902,Not Classified,Owned,General Services,RS-1,VALJEAN AVE/RAYEN ST,LOS ANGELES,UNKNOWN,-118.4872907,34.2338434,12,29.93975009, 
-118.487224600177541,34.233842980127527,1370,0,2688005903,Not Classified,Owned,General Services,RS-1,VALJEAN AVE/RAYEN ST,LOS ANGELES,UNKNOWN,-118.4872246,34.23384298,12,89.9698624,None
-118.48894470057175,34.225165239846781,1371,0,2689002905,Not Classified,Owned,General Services,RA-1,GOTHIC AVE/CHASE ST,LOS ANGELES,UNKNOWN,-118.4889447,34.22516524,12,549.5428013,None
-118.586982400189598,34.262698209932161,1372,0,2706011900,Not Classified,Owned,General Services,RA-1,GERMAIN ST/GAZETTE AVE,LOS ANGELES,UNKNOWN,-118.5869824,34.26269821,12,846.9229996,None
-118.587438400299163,34.262968949293906,1373,0,2706011902,Not Classified,Owned,General Services,A2-1,GAZETTE AVE/GERMAIN ST,LOS ANGELES,UNKNOWN,-118.5874384,34.26296895,12,600.5648504,None
-118.520975599874234,34.25945523969574,1374,0,2733002900,Not Classified,Owned,General Services,RS-1,YARMOUTH AVE/HIAWATHA ST,LOS ANGELES,UNKNOWN,-118.5209756,34.25945524,12,28.75724979,None
-118.521025000028331,34.259455540389908,1375,0,2733002901,Not Classified,Owned,General Services,RS-1,YARMOUTH AVE/HIAWATHA ST,LOS ANGELES,UNKNOWN,-118.521025,34.25945554,12,60.84389982, 
-118.555144999795957,34.248186289933315,1376,0,2761009900,Not Classified,Owned,General Services,RA-1,LABRADOR ST/CALVIN AVE,LOS ANGELES,UNKNOWN,-118.555145,34.24818629,12,172.84815, 
-118.554974699879352,34.248167560486436,1377,0,2761009901,Not Classified,Owned,General Services,RA-1,LABRADOR ST/CALVIN AVE,LOS ANGELES,UNKNOWN,-118.5549747,34.24816756,12,168.7063796, 
-118.581045299729553,34.220963240511672,1378,0,2780023900,Not Classified,Owned,General Services,(T)(Q)RD3-1,SCHOENBORN ST/MASON AVE,LOS ANGELES,UNKNOWN,-118.5810453,34.22096324,3,300.0048998, 
-118.573246200094687,34.221434230223473,1379,0,2781019900,Not Classified,Owned,General Services,RA-1,COMMUNITY ST/KEOKUK AVE,LOS ANGELES,UNKNOWN,-118.5732462,34.22143423,3,90.00130017,None
-118.573246100381681,34.221351800528872,1380,0,2781019901,Not Classified,Owned,General Services,RA-1,COMMUNITY ST/KEOKUK AVE,LOS ANGELES,UNKNOWN,-118.5732461,34.2213518,3,90.15124998, 
-118.534884200146891,34.222775180141859,1381,0,2786020900,Not Classified,Owned,General Services,RS-1,CANBY AVE/CHASE ST,LOS ANGELES,UNKNOWN,-118.5348842,34.22277518,12,90.46800003,None
-118.333099700056835,33.976568939947789,1382,0,4006023900,OPLA,Owned,General Services,MR1-1VL,BRYHURST AVE/71ST ST,LOS ANGELES,LOS ANGELES,-118.3330997,33.97656894,8,72.39454998,None
-118.38517720022044,33.964197759762229,1383,0,4105017900,OPLA,Owned,General Services,R1-1,AIRPORT BLVD/83RD ST,Los Angeles,LOS ANGELES,-118.3851772,33.96419776,11,1220.610749,None
-118.385162500189139,33.964532769734966,1384,0,4105017901,OPLA,Owned,General Services,R1-1,AIRPORT BLVD/83RD ST,Los Angeles,LOS ANGELES,-118.3851625,33.96453277,11,609.6120002, 
-118.394425300374891,33.972737650167133,1385,0,4106002900,OPLA,Owned,General Services,R1-1,SEPULVEDA BLVD/76TH ST,Los Angeles,LOS ANGELES,-118.3944253,33.97273765,11,599.4577501, 
-118.394206100665798,33.973571099965334,1386,0,4106002901,OPLA,Owned,General Services,R1-1,SEPULVEDA BLVD/74TH ST,Los Angeles,LOS ANGELES,-118.3942061,33.9735711,11,509.9967998, 
-118.394137400207825,33.973828069844139,1387,0,4106002902,OPLA,Owned,General Services,R1-1,SEPULVEDA BLVD/74TH ST,Los Angeles,LOS ANGELES,-118.3941374,33.97382807,11,383.1546654, 
-118.392887399879868,33.963612659617951,1388,0,4107008905,OPLA,Owned,General Services,R1-1,83RD ST/TRUXTON AVE,Los Angeles,LOS ANGELES,-118.3928874,33.96361266,11,500.0504497,None
-118.388004499355191,33.963126190307811,1389,0,4107014905,OPLA,Owned,General Services,R1-1,LA TIJERA BLVD/83RD ST,Los Angeles,LOS ANGELES,-118.3880045,33.96312619,11,29.81820004, 
-118.387268400048455,33.963781000382568,1390,0,4107014909,OPLA,Owned,General Services,R1-1,LA TIJERA BLVD/83RD ST,Los Angeles,LOS ANGELES,-118.3872684,33.963781,11,499.9803501, 
-118.387508000497647,33.963606000307252,1391,0,4107014910,OPLA,Owned,General Services,R1-1,LA TIJERA BLVD/83RD ST,Los Angeles,LOS ANGELES,-118.387508,33.963606,11,1000.52005, 
-118.385674999838514,33.960680000133955,1392,0,4107018903,OPLA,Owned,General Services,R2-1,AIRPORT BLVD/MANCHESTER AVE,Los Angeles,LOS ANGELES,-118.385675,33.96068,11,500.0284999, 
-118.399284000285803,33.957392999867352,1393,0,4122011910,OPLA,Owned,General Services,R1-1,88TH ST/EL MONOR AVE,Los Angeles,LOS ANGELES,-118.399284,33.957393,11,502.2021999,None
-118.400685000226531,33.957396999620229,1394,0,4122011911,OPLA,Owned,General Services,R1-1,88TH ST/EL MONOR AVE,Los Angeles,LOS ANGELES,-118.400685,33.957397,11,572.7192508,None
-118.385696000653226,33.959170999649395,1395,0,4123015900,OPLA,Owned,General Services,R1-1,AIRPORT BLVD/INTERCEPTOR ST,Los Angeles,LOS ANGELES,-118.385696,33.959171,11,499.6565998, 
-118.370937100048366,33.949958350296633,1396,0,4128005900,Not Classified,Owned,Airports,LAX,95TH ST/GLASCOW - BLOCKER LOT,LOS ANGELES,LOS ANGELES,-118.3709371,33.94995835,11,2259.682342,None
-118.458564399908326,33.99147900000046,1397,0,4241028902,Commercial Improved,Owned,General Services,PF,685 VENICE BLVD,LOS ANGELES,LOS ANGELES,-118.4585644,33.991479,11,7237.201418,None
-118.443506200413751,34.008878929849793,1398,0,4247019900,Not Classified,Owned,General Services,R1-1,WADE ST/PALMS BLVD,LOS ANGELES,UNKNOWN,-118.4435062,34.00887893,11,24.46720006,None
-118.443465799582157,34.008854750015196,1399,0,4247019901,Not Classified,Owned,General Services,R1-1,WADE ST/PALMS BLVD,LOS ANGELES,UNKNOWN,-118.4434658,34.00885475,11,75.03960007,None
-118.420702100413735,34.037308030492028,1400,0,4255006901,Not Classified,Owned,General Services,R1-1,NORTHVALE RD/OVERLAND AVE,LOS ANGELES,UNKNOWN,-118.4207021,34.03730803,5,6968.805651, 
-118.419537499326594,34.037046760090249,1401,0,4255006902,Not Classified,Owned,General Services,R1-1,NORTHVALE RD/OVERLAND AVE,LOS ANGELES,UNKNOWN,-118.4195375,34.03704676,5,2178.388487, 
-118.417482700132197,34.034188819849213,1402,0,4255008900,Not Classified,Owned,General Services,R1-1,DUNLEER PL/COVENTRY PL,LOS ANGELES,UNKNOWN,-118.4174827,34.03418882,5,91.33789999,None
-118.438479699699357,34.034826979577296,1403,0,4260039900,OPLA,Owned,General Services,M2-1VL,PICO BLVD/SAWTELLE BLVD,Los Angeles,LOS ANGELES,-118.4384797,34.03482698,11,182.1932503, 
-118.439531999697891,34.041888399968272,1404,0,4323024901,Not Classified,Owned,General Services,[Q]P-1,SEPULVEDA BLVD/MISSISSIPPI AVE,LOS ANGELES,UNKNOWN,-118.439532,34.0418884,5,11211.779,None
-118.439643999850873,34.041707699571248,1405,0,4323024902,Public Facility,Leased,General Services,M2-1VL,2055 S SEPULVEDA BLVD,LOS ANGELES,LOS ANGELES,-118.439644,34.0417077,5,36876.61095, 
-118.420382499598603,34.100966380154112,1406,0,4355002900,Not Classified,Owned,General Services,RE20-1-H,FERRARI DR/SUMMITRIDGE DR,LOS ANGELES,BEVERLY HILLS,-118.4203825,34.10096638,5,337.7632945, 
-118.420315300225468,34.100417099630008,1407,0,4355002901,Not Classified,Owned,General Services,RE20-1-H,FERRARI DR/SUMMITRIDGE DR,LOS ANGELES,BEVERLY HILLS,-118.4203153,34.1004171,5,889.2377314, 
-118.430787600194606,34.089677090193845,1408,0,4358013900,Not Classified,Owned,General Services,RE15-1,ANGELO DR/MAYBROOK DR,LOS ANGELES,UNKNOWN,-118.4307876,34.08967709,5,558.6867886, 
-118.445850300248722,34.099268659889105,1409,0,4371011900,OPLA,Owned,General Services,RE15-1,10522 W SANDALL LN,Los Angeles,LOS ANGELES,-118.4458503,34.09926866,5,2885.07959, 
-118.423129999590003,34.111315970036593,1410,0,4384027900,Not Classified,Owned,General Services,RE40-1-H,FLORIAN PL/APRICOT LN,LOS ANGELES,UNKNOWN,-118.42313,34.11131597,5,41.43434985,None
-118.423410999797397,34.11178338978069,1411,0,4384027901,Not Classified,Owned,General Services,RE15-1-H,FLORIAN PL/APRICOT LN,LOS ANGELES,UNKNOWN,-118.423411,34.11178339,5,1338.534128, 
-118.484843999995903,34.055778999434899,1412,0,4405027900,OPLA,Owned,General Services,RA-1,CANYON VIEW DR/SUNSET BLVD,Los Angeles,LOS ANGELES,-118.484844,34.055779,11,705.9886995,None
-118.484866999562115,34.056255999863417,1413,0,4405027902,OPLA,Owned,General Services,RA-1,CANYON VIEW DR/SUNSET BLVD,Los Angeles,LOS ANGELES,-118.484867,34.056256,11,992.5357495,None
-118.482248799479436,34.076730959453428,1414,0,4494004901,Not Classified,Owned,General Services,RS-1,TRAVIS ST/BUNDY DR,LOS ANGELES,UNKNOWN,-118.4822488,34.07673096,11,54.54434994, 
-118.482190199678527,34.076741690339816,1415,0,4494004902,Not Classified,Owned,General Services,RS-1,TRAVIS ST/BUNDY DR,LOS ANGELES,UNKNOWN,-118.4821902,34.07674169,11,54.50564992, 
-118.330291899753647,33.990008000307853,1416,0,5006009900,Public Facility,Owned,LAFD,[Q]C2-1,5730 S CRENSHAW BLVD,LOS ANGELES,LOS ANGELES,-118.3302919,33.990008,8,7614.724249, 
-118.290697199233634,34.007794459993697,1417,0,5020033900,OPLA,Owned,General Services,R3-1,VERMONT AVE/MENLO AVE,Los Angeles,LOS ANGELES,-118.2906972,34.00779446,9,60.03689998,None
-118.290320099952098,34.007801630409041,1418,0,5020033901,OPLA,Owned,General Services,R3-1,VERMONT AVE/MENLO AVE,Los Angeles,LOS ANGELES,-118.2903201,34.00780163,9,333.5795499,None
-118.290558500252075,34.007817710039106,1419,0,5020033902,OPLA,Owned,General Services,R3-1,VERMONT AVE/41ST ST,Los Angeles,LOS ANGELES,-118.2905585,34.00781771,9,330.6221504, 
-118.2908359000118,34.007812440019428,1420,0,5020033903,OPLA,Owned,General Services,R3-1,VERMONT AVE/41ST ST,Los Angeles,LOS ANGELES,-118.2908359,34.00781244,9,330.2409002, 
-118.290175799974747,34.007824989918781,1421,0,5020033905,OPLA,Owned,General Services,R3-1,MENLO AVE/42ND ST,Los Angeles,LOS ANGELES,-118.2901758,34.00782499,9,322.7311504,None
-118.290769899889582,34.007793080122433,1422,0,5020033906,OPLA,Owned,General Services,R3-1,VERMONT AVE/41ST ST,Los Angeles,LOS ANGELES,-118.2907699,34.00779308,9,270.6048499,None
-118.325778300235541,34.011055579717365,1423,0,5034004900,OPLA,Owned,General Services,R1-1,MARTIN LUTHER KING JR BLVD/WELLAND AV,LOS ANGELES,LOS ANGELES,-118.3257783,34.01105558,10,5443.043037, 
-118.324805099592695,34.011052070228125,1424,0,5034007900,OPLA,Owned,General Services,R1-1,MARTIN LUTHER KING JR BLVD/HEPBURN AVE,LOS ANGELES,UNKNOWN,-118.3248051,34.01105207,10,5770.200956, 
